periodo;regiao_ars;ano;mes;ano_mes;estado_ano;episodios_urgencia;prioridade_verde_azul;taxa_internamento;tempo_medio_espera;tipo_agregacao
2018-10-14;ARS Norte;2018;10;2018-10;completo;5328.0;36.26207;8.130602;42.31116;regional
2018-10-14;Portugal Continental;2018;10;2018-10;completo;14827.0;40.16805;9.013697;44.86205;nacional
2018-10-15;ARS Alentejo;2018;10;2018-10;completo;1166.0;42.97872;8.220859;51.92553;regional
2018-10-15;ARS Algarve;2018;10;2018-10;completo;848.0;50.60484;30.64516;50.92517;regional
2018-10-15;ARS Centro;2018;10;2018-10;completo;3372.0;35.95013;8.306399;57.13825;regional
2018-10-15;ARS Lisboa e Vale do Tejo;2018;10;2018-10;completo;6656.0;50.53175;7.368911;59.21744;regional
2018-10-15;ARS Norte;2018;10;2018-10;completo;6803.0;37.52789;7.946805;46.2;regional
2018-10-15;Portugal Continental;2018;10;2018-10;completo;18845.0;42.75227;8.468002;53.58783;nacional
2018-10-16;ARS Alentejo;2018;10;2018-10;completo;1119.0;40.58127;10.15515;28.52632;regional
2018-10-16;ARS Algarve;2018;10;2018-10;completo;793.0;46.75325;21.64502;40.33333;regional
2018-10-16;ARS Centro;2018;10;2018-10;completo;3280.0;29.9101;8.08525;57.00344;regional
2018-10-16;ARS Lisboa e Vale do Tejo;2018;10;2018-10;completo;6652.0;48.34296;7.569659;60.13105;regional
2018-10-16;ARS Norte;2018;10;2018-10;completo;6710.0;34.98345;7.575262;56.9315;regional
2018-10-16;Portugal Continental;2018;10;2018-10;completo;18554.0;39.77266;8.162166;56.35634;nacional
2018-10-17;ARS Alentejo;2018;10;2018-10;completo;1091.0;41.30435;9.551374;35.18575;regional
2018-10-17;ARS Algarve;2018;10;2018-10;completo;839.0;46.51163;33.33333;47.53957;regional
2018-10-17;ARS Centro;2018;10;2018-10;completo;3278.0;32.93062;8.891838;51.42958;regional
2018-10-17;ARS Lisboa e Vale do Tejo;2018;10;2018-10;completo;6544.0;49.92284;7.823727;58.85139;regional
2018-10-17;ARS Norte;2018;10;2018-10;completo;6066.0;35.5474;8.148149;42.81586;regional
2018-10-17;Portugal Continental;2018;10;2018-10;completo;17818.0;41.29125;9.033023;50.26573;nacional
2018-10-18;ARS Alentejo;2018;10;2018-10;completo;1041.0;41.68646;8.152174;34.89556;regional
2018-10-18;ARS Algarve;2018;10;2018-10;completo;808.0;52.57732;28.86598;22.17241;regional
2018-10-18;ARS Centro;2018;10;2018-10;completo;3197.0;32.23521;7.924034;45.58755;regional
2018-10-18;ARS Lisboa e Vale do Tejo;2018;10;2018-10;completo;6113.0;49.59538;7.612688;52.76532;regional
2018-10-18;ARS Norte;2018;10;2018-10;completo;6300.0;35.19705;7.790171;48.147;regional
2018-10-18;Portugal Continental;2018;10;2018-10;completo;17459.0;40.83419;8.404675;48.17765;nacional
2018-10-19;ARS Alentejo;2018;10;2018-10;completo;1055.0;42.78846;9.463277;46.75887;regional
2018-10-19;ARS Algarve;2018;10;2018-10;completo;774.0;45.07659;26.25821;22.40876;regional
2018-10-19;ARS Centro;2018;10;2018-10;completo;3273.0;30.49965;8.6;47.74755;regional
2018-10-19;ARS Lisboa e Vale do Tejo;2018;10;2018-10;completo;6331.0;47.54988;8.349641;58.00976;regional
2018-10-19;ARS Norte;2018;10;2018-10;completo;6268.0;34.11879;8.2401;57.71832;regional
2018-10-19;Portugal Continental;2018;10;2018-10;completo;17701.0;39.28571;8.921396;54.68821;nacional
2018-10-20;ARS Alentejo;2018;10;2018-10;completo;935.0;39.30943;9.579832;25.51302;regional
2018-10-20;ARS Algarve;2018;10;2018-10;completo;737.0;47.82609;26.08696;13.52482;regional
2018-10-20;ARS Centro;2018;10;2018-10;completo;3037.0;32.76564;7.044199;38.57755;regional
2018-10-20;ARS Lisboa e Vale do Tejo;2018;10;2018-10;completo;5570.0;47.41472;7.852535;46.09756;regional
2018-10-20;ARS Norte;2018;10;2018-10;completo;5918.0;35.04609;8.051948;49.46698;regional
2018-10-20;Portugal Continental;2018;10;2018-10;completo;16197.0;39.72755;8.404443;44.18442;nacional
2018-10-21;ARS Alentejo;2018;10;2018-10;completo;788.0;37.66048;8.0;31.87013;regional
2018-10-21;ARS Algarve;2018;10;2018-10;completo;680.0;50.49261;22.6601;36.15842;regional
2018-10-21;ARS Centro;2018;10;2018-10;completo;2713.0;33.12526;8.204334;39.60032;regional
2018-10-21;ARS Lisboa e Vale do Tejo;2018;10;2018-10;completo;5516.0;46.89993;7.176582;51.61912;regional
2018-10-21;ARS Norte;2018;10;2018-10;completo;5811.0;34.92008;7.695282;47.08166;regional
2018-10-21;Portugal Continental;2018;10;2018-10;completo;15508.0;39.65634;8.038907;46.38696;nacional
2018-10-22;ARS Alentejo;2018;10;2018-10;completo;1183.0;39.8314;7.750953;36.5735;regional
2018-10-22;ARS Algarve;2018;10;2018-10;completo;872.0;47.10579;31.13772;53.37313;regional
2018-10-22;ARS Centro;2018;10;2018-10;completo;3624.0;32.47863;8.533077;52.2046;regional
2018-10-22;ARS Lisboa e Vale do Tejo;2018;10;2018-10;completo;7166.0;49.70984;6.710358;66.50565;regional
2018-10-22;ARS Norte;2018;10;2018-10;completo;7135.0;37.50883;6.368836;51.65847;regional
2018-10-22;Portugal Continental;2018;10;2018-10;completo;19980.0;41.63333;7.634739;56.68183;nacional
2018-10-23;ARS Alentejo;2018;10;2018-10;completo;1206.0;36.33634;9.331652;35.53471;regional
2018-10-23;ARS Algarve;2018;10;2018-10;completo;823.0;49.78903;27.8481;51.15;regional
2018-10-23;ARS Centro;2018;10;2018-10;completo;3526.0;34.65124;8.234597;56.86935;regional
2018-10-23;ARS Lisboa e Vale do Tejo;2018;10;2018-10;completo;6894.0;49.32512;8.045101;66.14064;regional
2018-10-23;ARS Norte;2018;10;2018-10;completo;6837.0;36.94625;7.712124;53.04922;regional
2018-10-23;Portugal Continental;2018;10;2018-10;completo;19286.0;41.49791;8.560601;57.63875;nacional
2018-10-24;ARS Alentejo;2018;10;2018-10;completo;1112.0;44.88636;9.127517;40.76275;regional
2018-10-24;ARS Algarve;2018;10;2018-10;completo;838.0;54.27435;29.42346;40.32836;regional
2018-10-24;ARS Centro;2018;10;2018-10;completo;3318.0;34.35773;7.876276;59.28923;regional
2018-10-24;ARS Lisboa e Vale do Tejo;2018;10;2018-10;completo;6594.0;48.02087;7.190476;59.02501;regional
2018-10-24;ARS Norte;2018;10;2018-10;completo;6357.0;35.90193;7.71226;47.76767;regional
2018-10-24;Portugal Continental;2018;10;2018-10;completo;18219.0;41.26947;8.271088;53.69273;nacional
2018-10-25;ARS Alentejo;2018;10;2018-10;completo;1086.0;41.86851;10.41369;47.61174;regional
2018-10-25;ARS Algarve;2018;10;2018-10;completo;793.0;49.14894;29.78723;46.38095;regional
2018-10-25;ARS Centro;2018;10;2018-10;completo;3159.0;32.02166;7.916806;52.05023;regional
2018-10-25;ARS Lisboa e Vale do Tejo;2018;10;2018-10;completo;6481.0;49.30739;7.487923;65.95226;regional
2018-10-25;ARS Norte;2018;10;2018-10;completo;6584.0;34.52654;7.913669;48.7504;regional
2018-10-25;Portugal Continental;2018;10;2018-10;completo;18103.0;40.45931;8.488892;55.76365;nacional
2018-10-26;ARS Alentejo;2018;10;2018-10;completo;956.0;42.04398;9.323308;27.90347;regional
2018-10-26;ARS Algarve;2018;10;2018-10;completo;664.0;50.69125;20.2765;37.69333;regional
2018-10-26;ARS Centro;2018;10;2018-10;completo;3155.0;36.38019;8.771319;42.11032;regional
2018-10-26;ARS Lisboa e Vale do Tejo;2018;10;2018-10;completo;6044.0;48.26377;8.891953;64.48396;regional
2018-10-26;ARS Norte;2018;10;2018-10;completo;6052.0;36.07627;7.747543;46.72126;regional
2018-10-26;Portugal Continental;2018;10;2018-10;completo;16871.0;41.40183;8.813964;51.5317;nacional
2018-10-27;ARS Alentejo;2018;10;2018-10;completo;934.0;42.2611;10.51005;20.52279;regional
2018-10-27;ARS Algarve;2018;10;2018-10;completo;705.0;44.94118;21.64706;23.17347;regional
2018-10-27;ARS Centro;2018;10;2018-10;completo;2738.0;32.46009;8.377965;39.54841;regional
2018-10-27;ARS Lisboa e Vale do Tejo;2018;10;2018-10;completo;5253.0;48.56273;7.659073;49.90734;regional
2018-10-27;ARS Norte;2018;10;2018-10;completo;5393.0;35.54307;8.703939;42.11749;regional
2018-10-27;Portugal Continental;2018;10;2018-10;completo;15023.0;40.46043;8.740741;42.94864;nacional
2018-10-28;ARS Alentejo;2018;10;2018-10;completo;752.0;41.04135;7.857143;23.50157;regional
2018-10-28;ARS Algarve;2018;10;2018-10;completo;736.0;52.65487;26.54867;33.07362;regional
2018-10-28;ARS Centro;2018;10;2018-10;completo;2650.0;36.32076;7.105994;44.15085;regional
2018-10-28;ARS Lisboa e Vale do Tejo;2018;10;2018-10;completo;5027.0;46.78735;7.872559;42.47662;regional
2018-10-28;ARS Norte;2018;10;2018-10;completo;5203.0;34.58107;8.072451;37.29441;regional
2018-10-28;Portugal Continental;2018;10;2018-10;completo;14368.0;40.29369;8.447311;39.71796;nacional
2018-10-29;ARS Alentejo;2018;10;2018-10;completo;1149.0;42.61604;8.599508;43.564;regional
2018-10-29;ARS Algarve;2018;10;2018-10;completo;812.0;40.49587;31.40496;35.33333;regional
2018-10-29;ARS Centro;2018;10;2018-10;completo;3228.0;34.26224;8.515652;49.1953;regional
2018-10-29;ARS Lisboa e Vale do Tejo;2018;10;2018-10;completo;6401.0;50.11895;7.204144;55.56818;regional
2018-10-29;ARS Norte;2018;10;2018-10;completo;6364.0;38.2119;7.623163;40.07235;regional
2018-10-29;Portugal Continental;2018;10;2018-10;completo;17954.0;42.33147;8.385189;47.79121;nacional
2018-10-30;ARS Alentejo;2018;10;2018-10;completo;983.0;42.91139;11.7052;40.7029;regional
2018-10-30;ARS Algarve;2018;10;2018-10;completo;692.0;46.71717;36.36364;23.37815;regional
2018-10-30;ARS Centro;2018;10;2018-10;completo;2966.0;33.98169;9.162599;49.15546;regional
2018-10-30;ARS Lisboa e Vale do Tejo;2018;10;2018-10;completo;5835.0;49.28943;8.455021;55.67922;regional
2018-10-30;ARS Norte;2018;10;2018-10;completo;5824.0;35.5991;8.756106;43.83051;regional
2018-10-30;Portugal Continental;2018;10;2018-10;completo;16300.0;41.13392;9.603283;48.80444;nacional
2018-10-31;ARS Alentejo;2018;10;2018-10;completo;1015.0;40.23136;10.08;40.95202;regional
2018-10-31;ARS Algarve;2018;10;2018-10;completo;661.0;56.09137;29.44162;24.7037;regional
2018-10-31;ARS Centro;2018;10;2018-10;completo;2764.0;32.5495;9.547739;42.83994;regional
2018-10-31;ARS Lisboa e Vale do Tejo;2018;10;2018-10;completo;5427.0;49.12477;9.325626;47.99401;regional
2018-10-31;ARS Norte;2018;10;2018-10;completo;5325.0;36.48264;9.087058;41.66908;regional
2018-10-31;Portugal Continental;2018;10;2018-10;completo;15192.0;41.32893;9.906044;44.02602;nacional
2018-11-01;ARS Alentejo;2018;11;2018-11;completo;990.0;39.94878;10.54366;34.20936;regional
2018-11-01;ARS Algarve;2018;11;2018-11;completo;667.0;49.64029;25.89928;27.81301;regional
2018-11-01;ARS Centro;2018;11;2018-11;completo;2489.0;32.32094;9.285091;42.84315;regional
2018-11-01;ARS Lisboa e Vale do Tejo;2018;11;2018-11;completo;5202.0;46.96271;9.121355;47.91517;regional
2018-11-01;ARS Norte;2018;11;2018-11;completo;5144.0;35.32074;8.845478;39.54504;regional
2018-11-01;Portugal Continental;2018;11;2018-11;completo;14492.0;39.96201;9.660232;42.78892;nacional
2018-11-02;ARS Alentejo;2018;11;2018-11;completo;1080.0;44.83986;10.77844;45.11135;regional
2018-11-02;ARS Algarve;2018;11;2018-11;completo;801.0;47.48491;25.75453;37.87218;regional
2018-11-02;ARS Centro;2018;11;2018-11;completo;3271.0;32.57497;9.017497;60.18521;regional
2018-11-02;ARS Lisboa e Vale do Tejo;2018;11;2018-11;completo;6307.0;48.65082;7.760856;60.42445;regional
2018-11-02;ARS Norte;2018;11;2018-11;completo;6339.0;36.73046;8.038075;47.91717;regional
2018-11-02;Portugal Continental;2018;11;2018-11;completo;17798.0;41.17225;8.778625;54.60834;nacional
2018-11-03;ARS Alentejo;2018;11;2018-11;completo;968.0;38.55721;9.951846;46.80101;regional
2018-11-03;ARS Algarve;2018;11;2018-11;completo;704.0;51.86916;35.51402;45.41481;regional
2018-11-03;ARS Centro;2018;11;2018-11;completo;2880.0;32.5636;9.309198;46.36562;regional
2018-11-03;ARS Lisboa e Vale do Tejo;2018;11;2018-11;completo;5263.0;47.48243;8.670404;49.25289;regional
2018-11-03;ARS Norte;2018;11;2018-11;completo;5595.0;36.03978;8.384418;49.37457;regional
2018-11-03;Portugal Continental;2018;11;2018-11;completo;15410.0;40.16461;9.580709;48.54175;nacional
2018-11-04;ARS Alentejo;2018;11;2018-11;completo;788.0;39.56204;8.863198;34.80409;regional
2018-11-04;ARS Algarve;2018;11;2018-11;completo;661.0;43.19249;25.35211;21.91667;regional
2018-11-04;ARS Centro;2018;11;2018-11;completo;2580.0;34.01603;8.577406;35.73645;regional
2018-11-04;ARS Lisboa e Vale do Tejo;2018;11;2018-11;completo;5047.0;46.02734;8.42453;47.23177;regional
2018-11-04;ARS Norte;2018;11;2018-11;completo;5043.0;35.21975;9.084866;36.61283;regional
2018-11-04;Portugal Continental;2018;11;2018-11;completo;14119.0;39.56824;9.274289;40.07617;nacional
2018-11-05;ARS Alentejo;2018;11;2018-11;completo;1090.0;38.59447;9.144543;38.84396;regional
2018-11-05;ARS Algarve;2018;11;2018-11;completo;858.0;47.60956;20.71713;41.12857;regional
2018-11-05;ARS Centro;2018;11;2018-11;completo;3285.0;35.48275;7.239057;51.88874;regional
2018-11-05;ARS Lisboa e Vale do Tejo;2018;11;2018-11;completo;6607.0;49.11796;7.761054;57.1369;regional
2018-11-05;ARS Norte;2018;11;2018-11;completo;6452.0;39.02974;7.542329;41.66825;regional
2018-11-05;Portugal Continental;2018;11;2018-11;completo;18292.0;42.50058;8.042748;49.37597;nacional
2018-11-06;ARS Alentejo;2018;11;2018-11;completo;1102.0;40.44693;10.08523;40.55342;regional
2018-11-06;ARS Algarve;2018;11;2018-11;completo;784.0;53.93013;35.80786;32.91852;regional
2018-11-06;ARS Centro;2018;11;2018-11;completo;3113.0;37.74276;8.811749;52.8155;regional
2018-11-06;ARS Lisboa e Vale do Tejo;2018;11;2018-11;completo;6315.0;49.78383;8.082644;63.06521;regional
2018-11-06;ARS Norte;2018;11;2018-11;completo;6001.0;37.00972;8.421436;47.14042;regional
2018-11-06;Portugal Continental;2018;11;2018-11;completo;17315.0;42.69318;9.2392;53.60938;nacional
2018-11-07;ARS Alentejo;2018;11;2018-11;completo;1018.0;36.50794;11.07784;49.16479;regional
2018-11-07;ARS Algarve;2018;11;2018-11;completo;750.0;44.51477;31.22363;37.09091;regional
2018-11-07;ARS Centro;2018;11;2018-11;completo;3116.0;31.80836;8.52349;53.86562;regional
2018-11-07;ARS Lisboa e Vale do Tejo;2018;11;2018-11;completo;6222.0;48.7496;8.446506;66.04831;regional
2018-11-07;ARS Norte;2018;11;2018-11;completo;5960.0;34.85491;8.895876;47.49474;regional
2018-11-07;Portugal Continental;2018;11;2018-11;completo;17066.0;40.0062;9.423781;55.72022;nacional
2018-11-08;ARS Alentejo;2018;11;2018-11;completo;1054.0;40.07092;8.779149;37.17096;regional
2018-11-08;ARS Algarve;2018;11;2018-11;completo;767.0;44.93671;26.16034;48.0087;regional
2018-11-08;ARS Centro;2018;11;2018-11;completo;3112.0;35.5605;9.52705;53.08811;regional
2018-11-08;ARS Lisboa e Vale do Tejo;2018;11;2018-11;completo;6094.0;48.85648;8.134619;72.17759;regional
2018-11-08;ARS Norte;2018;11;2018-11;completo;5780.0;34.90763;9.349517;48.24537;regional
2018-11-08;Portugal Continental;2018;11;2018-11;completo;16807.0;40.92867;9.40762;57.62216;nacional
2018-11-09;ARS Alentejo;2018;11;2018-11;completo;986.0;34.46115;10.1227;42.7788;regional
2018-11-09;ARS Algarve;2018;11;2018-11;completo;762.0;42.94872;24.78633;46.87597;regional
2018-11-09;ARS Centro;2018;11;2018-11;completo;2975.0;36.04159;8.633358;50.94543;regional
2018-11-09;ARS Lisboa e Vale do Tejo;2018;11;2018-11;completo;6140.0;47.40656;9.288032;52.65757;regional
2018-11-09;ARS Norte;2018;11;2018-11;completo;5802.0;35.73662;8.981804;48.64294;regional
2018-11-09;Portugal Continental;2018;11;2018-11;completo;16665.0;40.45374;9.586276;50.22469;nacional
2018-11-10;ARS Alentejo;2018;11;2018-11;completo;1000.0;39.74683;10.6414;41.77608;regional
2018-11-10;ARS Algarve;2018;11;2018-11;completo;716.0;42.17687;26.30385;39.88789;regional
2018-11-10;ARS Centro;2018;11;2018-11;completo;2687.0;36.42132;9.906463;37.88439;regional
2018-11-10;ARS Lisboa e Vale do Tejo;2018;11;2018-11;completo;5380.0;46.72863;8.113824;57.73864;regional
2018-11-10;ARS Norte;2018;11;2018-11;completo;5175.0;35.23438;8.288941;40.87357;regional
2018-11-10;Portugal Continental;2018;11;2018-11;completo;14958.0;40.29088;9.22007;46.848;nacional
2018-11-11;ARS Alentejo;2018;11;2018-11;completo;701.0;37.90322;9.369025;31.13253;regional
2018-11-11;ARS Algarve;2018;11;2018-11;completo;693.0;49.12281;32.0802;30.015;regional
2018-11-11;ARS Centro;2018;11;2018-11;completo;2425.0;33.47222;7.688701;29.03287;regional
2018-11-11;ARS Lisboa e Vale do Tejo;2018;11;2018-11;completo;4846.0;48.57615;8.105218;39.8624;regional
2018-11-11;ARS Norte;2018;11;2018-11;completo;5047.0;34.16434;8.367927;38.03921;regional
2018-11-11;Portugal Continental;2018;11;2018-11;completo;13712.0;40.04141;8.961651;36.50892;nacional
2018-11-12;ARS Alentejo;2018;11;2018-11;completo;1186.0;38.89479;8.456376;56.31445;regional
2018-11-12;ARS Algarve;2018;11;2018-11;completo;881.0;49.62547;32.9588;62.75159;regional
2018-11-12;ARS Centro;2018;11;2018-11;completo;3417.0;34.53189;7.142857;61.92034;regional
2018-11-12;ARS Lisboa e Vale do Tejo;2018;11;2018-11;completo;6732.0;48.79409;7.799443;57.08822;regional
2018-11-12;ARS Norte;2018;11;2018-11;completo;6849.0;37.68458;7.081788;48.901;regional
2018-11-12;Portugal Continental;2018;11;2018-11;completo;19065.0;41.71855;8.233778;55.04331;nacional
2018-11-13;ARS Alentejo;2018;11;2018-11;completo;1105.0;38.58875;12.26819;41.35569;regional
2018-11-13;ARS Algarve;2018;11;2018-11;completo;771.0;44.75525;27.97203;40.25233;regional
2018-11-13;ARS Centro;2018;11;2018-11;completo;3445.0;35.47968;7.525237;59.16898;regional
2018-11-13;ARS Lisboa e Vale do Tejo;2018;11;2018-11;completo;6773.0;46.96834;8.221502;70.63678;regional
2018-11-13;ARS Norte;2018;11;2018-11;completo;6348.0;35.57249;7.991733;50.35255;regional
2018-11-13;Portugal Continental;2018;11;2018-11;completo;18442.0;40.32406;8.682886;58.99158;nacional
2018-11-14;ARS Alentejo;2018;11;2018-11;completo;1102.0;42.74194;10.39886;42.26419;regional
2018-11-14;ARS Algarve;2018;11;2018-11;completo;954.0;21.27139;13.69193;;regional
2018-11-14;ARS Centro;2018;11;2018-11;completo;3300.0;31.53555;8.607936;62.77785;regional
2018-11-14;ARS Lisboa e Vale do Tejo;2018;11;2018-11;completo;6859.0;47.37075;7.917409;72.58316;regional
2018-11-14;ARS Norte;2018;11;2018-11;completo;6362.0;34.64579;8.069063;49.77978;regional
2018-11-14;Portugal Continental;2018;11;2018-11;completo;18577.0;39.20583;8.342934;60.88497;nacional
2018-11-15;ARS Alentejo;2018;11;2018-11;completo;1042.0;42.21453;8.618128;56.06144;regional
2018-11-15;ARS Algarve;2018;11;2018-11;completo;906.0;13.05483;14.09922;;regional
2018-11-15;ARS Centro;2018;11;2018-11;completo;3327.0;35.03575;8.343868;51.54169;regional
2018-11-15;ARS Lisboa e Vale do Tejo;2018;11;2018-11;completo;6532.0;48.78539;8.268331;80.31488;regional
2018-11-15;ARS Norte;2018;11;2018-11;completo;6564.0;37.21897;8.196446;47.97586;regional
2018-11-15;Portugal Continental;2018;11;2018-11;completo;18371.0;40.91811;8.40564;61.60007;nacional
2018-11-16;ARS Alentejo;2018;11;2018-11;completo;1077.0;40.50633;9.587217;41.92038;regional
2018-11-16;ARS Algarve;2018;11;2018-11;completo;945.0;18.08785;11.62791;83.0;regional
2018-11-16;ARS Centro;2018;11;2018-11;completo;3213.0;35.51893;8.922777;55.33623;regional
2018-11-16;ARS Lisboa e Vale do Tejo;2018;11;2018-11;completo;6431.0;47.34771;8.473182;65.85873;regional
2018-11-16;ARS Norte;2018;11;2018-11;completo;6258.0;34.88559;7.950089;49.83233;regional
2018-11-16;Portugal Continental;2018;11;2018-11;completo;17924.0;39.64721;8.505155;56.99307;nacional
2018-11-17;ARS Alentejo;2018;11;2018-11;completo;913.0;41.20805;10.2439;35.67685;regional
2018-11-17;ARS Algarve;2018;11;2018-11;completo;816.0;15.33101;10.45296;34.0;regional
2018-11-17;ARS Centro;2018;11;2018-11;completo;2941.0;33.71825;8.913444;53.13088;regional
2018-11-17;ARS Lisboa e Vale do Tejo;2018;11;2018-11;completo;5487.0;45.47112;8.84341;63.86118;regional
2018-11-17;ARS Norte;2018;11;2018-11;completo;5798.0;35.5602;8.591065;53.83055;regional
2018-11-17;Portugal Continental;2018;11;2018-11;completo;15955.0;38.7891;8.856921;56.29377;nacional
2018-11-18;ARS Alentejo;2018;11;2018-11;completo;739.0;34.70948;12.11454;17.38329;regional
2018-11-18;ARS Algarve;2018;11;2018-11;completo;759.0;15.24823;11.70213;46.0;regional
2018-11-18;ARS Centro;2018;11;2018-11;completo;2783.0;35.74899;7.841584;48.58842;regional
2018-11-18;ARS Lisboa e Vale do Tejo;2018;11;2018-11;completo;5238.0;48.45361;7.75428;57.71136;regional
2018-11-18;ARS Norte;2018;11;2018-11;completo;5458.0;37.14444;7.78098;39.78088;regional
2018-11-18;Portugal Continental;2018;11;2018-11;completo;14977.0;40.56054;8.017426;47.31235;nacional
2018-11-19;ARS Alentejo;2018;11;2018-11;completo;1229.0;42.34327;8.253589;39.25794;regional
2018-11-19;ARS Algarve;2018;11;2018-11;completo;1009.0;14.17526;11.59794;78.0;regional
2018-11-19;ARS Centro;2018;11;2018-11;completo;3496.0;35.56281;6.987577;63.21731;regional
2018-11-19;ARS Lisboa e Vale do Tejo;2018;11;2018-11;completo;7192.0;50.08448;6.95478;73.15342;regional
2018-11-19;ARS Norte;2018;11;2018-11;completo;7073.0;36.86163;7.002495;48.27446;regional
2018-11-19;Portugal Continental;2018;11;2018-11;completo;19999.0;41.52552;7.139655;60.43231;nacional
2018-11-20;ARS Alentejo;2018;11;2018-11;completo;1072.0;41.4832;7.452575;41.48742;regional
2018-11-20;ARS Algarve;2018;11;2018-11;completo;916.0;13.68715;11.45251;85.0;regional
2018-11-20;ARS Centro;2018;11;2018-11;completo;3395.0;35.53856;7.848101;54.24615;regional
2018-11-20;ARS Lisboa e Vale do Tejo;2018;11;2018-11;completo;6803.0;47.55048;7.819053;74.78365;regional
2018-11-20;ARS Norte;2018;11;2018-11;completo;6438.0;36.1259;8.200339;49.01359;regional
2018-11-20;Portugal Continental;2018;11;2018-11;completo;18624.0;40.26281;8.01926;60.02241;nacional
2018-11-21;ARS Alentejo;2018;11;2018-11;completo;1061.0;42.00969;8.310249;29.98309;regional
2018-11-21;ARS Algarve;2018;11;2018-11;completo;927.0;16.75393;8.638743;;regional
2018-11-21;ARS Centro;2018;11;2018-11;completo;3091.0;34.375;8.795812;55.07648;regional
2018-11-21;ARS Lisboa e Vale do Tejo;2018;11;2018-11;completo;6498.0;46.6874;7.310871;67.5008;regional
2018-11-21;ARS Norte;2018;11;2018-11;completo;6109.0;35.97491;8.019463;43.63103;regional
2018-11-21;Portugal Continental;2018;11;2018-11;completo;17686.0;39.77293;7.906388;54.61755;nacional
2018-11-22;ARS Alentejo;2018;11;2018-11;completo;972.0;40.6932;8.623298;35.40244;regional
2018-11-22;ARS Algarve;2018;11;2018-11;completo;839.0;18.46154;11.69231;82.0;regional
2018-11-22;ARS Centro;2018;11;2018-11;completo;3120.0;37.59914;9.171801;56.05496;regional
2018-11-22;ARS Lisboa e Vale do Tejo;2018;11;2018-11;completo;6301.0;46.93649;7.399508;60.91686;regional
2018-11-22;ARS Norte;2018;11;2018-11;completo;5990.0;33.82328;8.231429;49.3811;regional
2018-11-22;Portugal Continental;2018;11;2018-11;completo;17222.0;39.60618;8.170779;54.54109;nacional
2018-11-23;ARS Alentejo;2018;11;2018-11;completo;1061.0;35.18729;10.26723;52.294;regional
2018-11-23;ARS Algarve;2018;11;2018-11;completo;852.0;20.54381;12.38671;56.0;regional
2018-11-23;ARS Centro;2018;11;2018-11;completo;2980.0;33.39666;9.237228;55.11702;regional
2018-11-23;ARS Lisboa e Vale do Tejo;2018;11;2018-11;completo;6067.0;46.43808;8.766564;58.44072;regional
2018-11-23;ARS Norte;2018;11;2018-11;completo;5757.0;34.17544;8.202376;49.95478;regional
2018-11-23;Portugal Continental;2018;11;2018-11;completo;16717.0;38.5481;8.810984;54.32885;nacional
2018-11-24;ARS Alentejo;2018;11;2018-11;completo;876.0;41.05865;7.642276;28.70115;regional
2018-11-24;ARS Algarve;2018;11;2018-11;completo;729.0;17.64706;8.304499;21.0;regional
2018-11-24;ARS Centro;2018;11;2018-11;completo;2645.0;35.72045;8.599508;36.27041;regional
2018-11-24;ARS Lisboa e Vale do Tejo;2018;11;2018-11;completo;5200.0;46.42308;8.379777;51.46781;regional
2018-11-24;ARS Norte;2018;11;2018-11;completo;5330.0;37.69435;8.768618;51.54627;regional
2018-11-24;Portugal Continental;2018;11;2018-11;completo;14780.0;40.40639;8.525538;47.27512;nacional
2018-11-25;ARS Alentejo;2018;11;2018-11;completo;789.0;41.56028;9.468438;27.72599;regional
2018-11-25;ARS Algarve;2018;11;2018-11;completo;746.0;20.5036;11.51079;31.0;regional
2018-11-25;ARS Centro;2018;11;2018-11;completo;2592.0;34.17218;8.997955;33.44868;regional
2018-11-25;ARS Lisboa e Vale do Tejo;2018;11;2018-11;completo;5163.0;45.96165;7.787392;55.57907;regional
2018-11-25;ARS Norte;2018;11;2018-11;completo;5113.0;34.98912;8.892881;38.98978;regional
2018-11-25;Portugal Continental;2018;11;2018-11;completo;14403.0;39.10428;8.573464;43.79169;nacional
2018-11-26;ARS Alentejo;2018;11;2018-11;completo;1124.0;41.45786;8.575198;44.29828;regional
2018-11-26;ARS Algarve;2018;11;2018-11;completo;994.0;13.82114;13.55014;67.0;regional
2018-11-26;ARS Centro;2018;11;2018-11;completo;3398.0;38.8721;6.955178;48.52434;regional
2018-11-26;ARS Lisboa e Vale do Tejo;2018;11;2018-11;completo;6840.0;48.74945;7.965686;58.88912;regional
2018-11-26;ARS Norte;2018;11;2018-11;completo;6518.0;35.21935;7.69101;47.09287;regional
2018-11-26;Portugal Continental;2018;11;2018-11;completo;18874.0;40.94872;7.824484;52.00556;nacional
2018-11-27;ARS Alentejo;2018;11;2018-11;completo;1085.0;40.06734;11.22159;36.78947;regional
2018-11-27;ARS Algarve;2018;11;2018-11;completo;959.0;20.43011;10.75269;75.0;regional
2018-11-27;ARS Centro;2018;11;2018-11;completo;3224.0;34.2837;9.185082;46.22611;regional
2018-11-27;ARS Lisboa e Vale do Tejo;2018;11;2018-11;completo;6581.0;47.84344;8.370726;71.40536;regional
2018-11-27;ARS Norte;2018;11;2018-11;completo;6163.0;35.85618;8.194395;44.87396;regional
2018-11-27;Portugal Continental;2018;11;2018-11;completo;18012.0;40.14363;8.6356;55.29065;nacional
