modelo;MAE_global;RMSE_global;MAE_picos;RMSE_picos
regressao_linear;4,430973667332864;6,049873302229137;9,822512603561409;12,76649494234983
random_forest;4,65480982445888;6,331863006877254;10,59286055053763;13,9281265138217
